jobId,title,description,Job type,Posted
218471264,Sterling Bank & Trust,"<span id='TrackingJobBody' name='TrackingJobBody'><p>We have an exciting opening for a well-qualified, experienced <strong>BSA/Regulatory Compliance Analyst</strong> located in Los Angeles, CA who is seeking an amazing opportunity!</p><p>&nbsp;</p><p>This position is responsible for overseeing adherence of Bank policies and procedures to federal and state laws and regulations.&nbsp; Bachelor&rsquo;s degree (B. A.); and <u>three or more years BSA/Regulatory related experience</u> and/or training; or equivalent combination of education and experience. &nbsp;Bank experience required.&nbsp; Verafin software knowledge preferred but not required.&nbsp;</p><p>&nbsp;</p><p><strong>Here are just some of the benefits you&rsquo;ll enjoy:</strong></p><ul><li>Full Benefits; Medical, Dental, Vision, Life, Short- and Long-Term Disability Plus Paid Time Off and Holidays</li><li>401K Plan with Match</li></ul><p>&nbsp;</p><p>For more information and to apply for this position candidates should apply online.</p><p>&nbsp;</p><p>EOE Minorities/Women/Disabled/Vets</p><p>VEVRAA Federal Contractor</p></span>","Full Time, Employee",Today
218459255,Regence,"<span id='TrackingJobBody' name='TrackingJobBody'><br><strong>Overview</strong><br><br><br><p style=""margin: 0px; text-align: center;""><strong><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Government Programs Analyst</span></strong></p><br><p style=""margin: 0px; text-align: center;""><strong><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Seattle, WA; Portland, OR; Salt Lake City, UT; Burlington, WA; Tacoma, WA; Lewiston, ID; Boise, ID; Medford, OR; Salem, OR; Telecommute if residing in WA, OR, UT, or ID.</span></strong></p><br><p style=""margin: 0px; text-align: left;""> </p><br><p style=""margin: 0px; text-align: left;""><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">The purpose of this role is to create competitive advantage for our Govt. Programs business unit by facilitating more efficient aggregation and analysis of information. This will be accomplished by collecting, aggregating and analyzing information from a variety of internal and external sources, then proactively identifying and communicating potential risks and opportunities to management.</span></p><br><p style=""margin: 0px; text-align: left;""> </p><br><p style=""margin: 0px; text-align: left;""><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">At Cambia, our values are fundamental to achieving our Cause of transforming the health care industry. They guide our actions and bring diverse perspectives together to improve the health care journey better for those we serve. All eight values are equally important and linked to the others: Empathy, Hope, Courage, Trust, Commitment, Collaboration, Innovation, and Accountability. These values are not just words on paper - we live them every day.</span></p><br><br><br><strong>Responsibilities</strong><br><br style=""margin: 0px;""><span style=""font-family: calibri, sans-serif; font-size: 10pt;""><strong>Minimum Requirements</strong></span><br><ul><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">At least 2 years of Medicare Advantage experience preferred. </span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Keen analytical and problem-solving skills.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Solid oral and written communication skills. Ability to “connect the dots”, meaning analyze information from multiple sources to determine risks and opportunities for the Govt. Programs division.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Skilled user of PowerPoint, Excel and Tableau. Ability to design and develop reporting tools and dashboards. Knowledge of analytic programming tools and methods such as SQL, OLAP, Altryx. </span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Business sense (finance, accounting, economics, risk management, public health economics, social service research or epidemiology).</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Ability to organize, plan and prioritize assignments within multiple projects.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Must be able to work with minimal direction and be very flexible to coordinate complex activities that are often subject to rapid or extensive changes.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Demonstrated success with project management.</span></li><br></ul><br><p style=""margin: 0px;""><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Additional Minimum Requirements for Government Programs Analyst Sr.</span></p><br><ul><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Advanced analytical and problem-solving skills.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Progressively responsible work experience</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Ability to represent the division visibly in internal meetings as a leadership presence.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Well-developed business sense.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Ability to perform and manage difficult tasks with minimal management assistance.</span></li><br></ul><br><p style=""margin: 0px;""><span style=""font-family: calibri, sans-serif; font-size: 10pt;""><strong>Normally to be proficient in the competencies listed above:</strong></span></p><br><ul><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Government Programs Analyst would have a bachelor's degree in business, finance, mathematics, actuarial science, statistics, or related field and 3 years of related experience or equivalent combination of education and experience.</span></li><br><li><span style=""font-family: calibri, sans-serif; font-size: 10pt;"">Government Programs Analyst Sr. would have a bachelor's degree in business, finance, mathematics, actuarial science, statistics, or related field and 7 years of related experience or equivalent combination of education and experience.</span></li><br></ul><img src=""https://analytics.click2apply.net/v/NaazJVtBN81ATzRcAgow""><br><p style=""margin: 0px;""><span style=""font-size: 10.0pt; font-family: 'Calibri',sans-serif;"">Regence employees are part of the larger Cambia family of companies, which seeks to drive innovative health solutions. We offer a competitive salary and a generous benefits package. We are an equal opportunity employer dedicated to workforce diversity and a drug and tobacco-free workplace. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, age, sex, sexual orientation, gender identity, disability, protected veteran status or any other status protected by law. A drug screen and background check is required.</span></p><br><p style=""margin: 0px;""> </p><br><p style=""margin: 0px;""><span style=""font-size: 10.0pt; font-family: 'Calibri',sans-serif;"">Regence is 2.2 million members, here for our families, co-workers and neighbors, helping each other be and stay healthy and provide support in time of need. We've been here for members more than 90 years. Regence is a nonprofit health care company offering individual and group medical, dental, vision and life insurance, Medicare and other government programs as well as pharmacy benefit management. We are the largest health insurer in the Northwest/Intermountain Region, serving members as Regence BlueShield of Idaho, Regence BlueCross BlueShield of Oregon, Regence BlueCross BlueShield of Utah and Regence BlueShield (in Washington). Each plan is an independent licensee of the Blue Cross and Blue Shield Association. <br><br>If you're seeking a career that affects change in the health care system, consider joining our team at Cambia Health Solutions. We advocate for transforming the health care system by making health care more affordable and accessible, increasing consumers' engagement in their health care decisions, and offering a diverse range of products and services that promote the health and well-being of our members. Cambia's portfolio of companies spans health care information technology and software development; retail health care; health insurance plans that carry the Blue Cross and Blue Shield brands; pharmacy benefit management; life, disability, dental, vision and other lines of protection; alternative solutions to health care access and free-standing health and wellness solutions.</span></p><p>PI120948878</p><br><br><b><a href=""http://www.Click2apply.net/zrf7xr5256f6txvt"" target=""_blank"">Apply Here</a></b></span>",Full Time,7 Days ago
218222783,Insync Staffing,"<span id='TrackingJobBody' name='TrackingJobBody'>There are two key aspects to this role; reporting and data transparency. Experience with Tibco Spotfire is preferred since a significant amount of existing reporting flows through the dashboards that have been created in Spotfire and you will be the point person to provide continuous support and optimization of the Spotfire Dashboards. Equally important is the communication and transparency aspect of the data to ensure it reaches the cross functional teams timely and efficiently.<br><br>Responsibilities:<br>&bull; Refine and/or develop systems to efficiently compile data from multiple sources, manage this collection and develop reporting methods to drive transparency and clarity of the status of the expansion project and facilitate overall performance management<br>&bull; Ensure accuracy of contractors data and maintain data reporting quality and consistency<br>&bull; Provide ongoing optimization of the project reporting system/s and data management<br>&bull; Drive reporting and data management best practices throughout a multi-functional team<br>&bull; Tailor reporting of key performance indicators (KPIs) to a variety of audiences (executive team level down to individual project contributor level).<br>&bull; Work productively with a diverse group of teams.<br>&bull; Be proactive and able to find efficiencies across multiple business functions.<br><br>Skills &amp; Experience<br>&bull; Bachelors degree+ in engineering, finance, IT or similar discipline<br>&bull; 5+ years experience working with big data (organizing, reporting, forecasting, etc)<br>&bull; Experience developing visual analytical reports in Spotfire and willingness to learn new software functions<br>&bull; Advanced skills in Excel &amp; PowerPoint (pivot tables, macros, formulas, etc)<br>&bull; Working knowledge and experience with SAP<br>&bull; Excellent presentation skills and ability to write clearly and concisely. Must be able to clearly communicate the health of the project at any given moment<br>&bull; Ability to tailor presentations and present to different audiences, especially senior management<br>&bull; Exhibit high energy and the enthusiasm to work through issues providing creative solutions<br>&bull; Strong agility and foresight<br>&bull; Multi-task and prioritization ability<br>&bull; Strong communication, teambuilding and networking skills<br>&bull; Ability to think outside the box<br>&bull; A thorough understanding of complex engineering and construction projects<br>&bull; Proven ability to lead independently on complex project controls issues with superior interpersonal skills, creative solution and problem solving skills<br>&bull; Ability to interact closely and frequently with site construction management and operations personnel while maintaining necessary levels of commercial awareness</span>","Full Time, Employee",7 Days ago
218472222,Acuity Systems LLC,"<span id='TrackingJobBody' name='TrackingJobBody'><p><strong>Acuity Systems</strong><span style=""font-weight: 400;""> is a leading software and services company focused on complex and large-scale big data analytics solutions.  Our unique expertise and enterprise-wide approach enables our customers to harness the full power of data in a real-time and actionable manner.</span></p><br><p><span style=""font-weight: 400;"">Acuity combines deep Federal Government, technical and services expertise with a thorough understanding of compliance requirements for rapid delivery of analytics applications and solutions.  Acuity’s platform integrates the latest open source technologies to deliver high performance, scalable and future proof analytics applications. Acuity’s analytics applications are delivered in the cloud, on premise, or hybrid.</span><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;"">Acuity Systems has an exciting opportunity for a self-motivated and accomplished </span><strong>Program Analyst </strong><span style=""font-weight: 400;"">to join our team to help solve complex problems with innovative solutions.</span><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;""><br></span><strong>Roles/Responsibilities/Qualifications </strong></p><p><span style=""font-weight: 400;"">The Program Analyst shall provide:</span></p><ul><li style=""font-weight: 400;""><span style=""font-weight: 400;"">5 years / 3 years of research portfolio analysis, data collection, modeling, and analysis experience.        </span></li></ul><p><span style=""font-weight: 400;"">      </span></p><p><span style=""font-weight: 400;"">The Program Analyst will be responsible for assisting the Government senior staff on multiple portfolio analysis projects that require organization and translation of data into useful information; conducts analyses including defining parameters of requested data output and analysis; assists in preparation of reports, briefings, and documentation deliverables.</span></p><ul><li style=""font-weight: 400;""><span style=""font-weight: 400;"">must have advanced PC, MS Office skills, internal HHS systems experience and usage skills, and Internet search skills applicable to research portfolio analysis.</span></li></ul><br><p><strong>About Us – Acuity Systems </strong></p><p><span style=""font-weight: 400;"">Beyond the competitive compensation and benefits package, Acuity Systems is comprised of highly technical and talented individuals who solve problems with innovative solutions and you will be surrounded and immersed in a culture of experienced engineers who are relentless in their pursuit of excellence. </span></p><br><p><em><span style=""font-weight: 400;"">We Value Our People</span></em></p><p><span style=""font-weight: 400;"">Because of Acuity System’s specialization, we develop our employee’s career and skills with projects that push the technological boundaries while challenging you to grow as a business and technical professional.</span></p><br><p><span style=""font-weight: 400;"">Acuity Systems is an </span><span style=""font-weight: 400;"">is an Equal Opportunity Employer (EOE): AA M/F/Vet/Disability</span><span style=""font-weight: 400;"">. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.</span></p><br><p><strong>Visit us at </strong><a rel=""nofollow"" href=""http://www.acuitys.com"" target=""_blank""><strong>www.acuitys.com</strong></a><strong> </strong></p></span>","Full Time, Employee",6 Days ago
218492994,NIIT Cognitive Arts,"<span id='TrackingJobBody' name='TrackingJobBody'><p>We are Looking for QA Analyst in Miramar, FL for one of our customer. Open for Contract/ FTE. Please share the resume asap on <a><span data-mux=""tooltip"" data-placement=""top"" title=""Apply to this job to send your resume to this employer"" class=""mux-tooltip"">Jitender.2.singh@niit-tech.com</span></a>  </p><p>Must have:- <strong>Airline PSS testing, </strong>Airline Domain experience</p><p>Required Skills:</p><ul><li>8 - 12 yrs -&nbsp; total QA experience.</li><li><strong>3 yrs+ experience in Airline PSS testing.</strong></li><li>Mobile Testing experience preferred.</li><li>Should have understanding of Restful APIs.</li><li>Experience of leading offshore teams.</li><li>Good communication skills.&nbsp;</li><li>Test Automation experience will be a plus.&rdquo;</li></ul><p><strong>About us:</strong></p><p>NIIT Technologies is a global IT Solutions organization with over 11000 employees addressing the requirements of clients across the Americas, Europe, Middle East, Asia and Australia in leading edge technologies like Data &amp; Analytics, Automation, Cloud, and Digital.</p><p>NIIT is Equal Employment Opportunity Employer.<br><br></p><p><strong>Thanks &amp; Regards,</strong></p><p>Jitender Singh</p><p>Resource Management Group</p><p><strong>NIIT Technologies </strong></p></span>","Full Time, Temporary/Contract/Project",5 Days ago
218489791,ProTech Solutions,"<span id='TrackingJobBody' name='TrackingJobBody'><p><span style=""text-decoration: underline;""><strong>Title: Bilingual Business Analyst</strong></span></p><p>Location: Birmingham, AL</p><p>Rate: $DOE/hr CTC</p><ul><li>Must be Bilingual-Spanish and English</li><li>Must have 3+ years of supporting internal employees</li></ul><p><u>Required Knowledge and IT Skills</u>:</p><ul><li>Must have at least 3+ years of experience working as a Business Analyst with Strong data analysis and reconciliation skills.</li><li>Candidate MUST have BILINGUAL SKILLS (English/Spanish).</li><li>Review and validate both data and system access files from customer migration files.</li><li>Assist with application testing and cursory regression testing exercises.</li><li>Provide 2nd level support (via email, phone, and chat) to end-users migrating to new platform.</li><li>Should have the ability to quickly analyze data and effectively summarize findings to management.</li><li>Strong customer service skills with technical emphasis desired.</li></ul><hr><p>US Citizens and those authorized to work in the US are encouraged send resumes to <a rel=""nofollow""><span data-mux=""tooltip"" data-placement=""top"" title=""Apply to this job to send your resume to this employer"" class=""mux-tooltip"">nancy@askpts.com</span></a> with;         </p><ul><li>Updated resume in WORD document only along with contact details</li><li>Hourly bill rate on W2 or CTC</li><li>Copy of DL/Photo Id</li><li>Current location and willingness to relocate</li><li>Availability to interview in person</li></ul></span>","Full Time, Employee",5 Days ago
218476090,"Smith Johnson Group, Inc","<span id='TrackingJobBody' name='TrackingJobBody'><p style=""text-align: left;""><span style=""font-size: 16pt;""><strong>Local UTAH Candidates Only</strong></span><br><br>This is a contract with a great organization.  As a contractor for Smith Johnson you are eligible for medical, dental, life, disability and a matching retirement plan.  Smith Johnson pays for 70% of your medical, 100% of your dental, life and disability.   Smith Johnson believes in taking care of our contractors. </p><p><strong>PURPOSES</strong></p><p>The e-Business Analyst-Senior is responsible providing business and technical consultation, analysis, and functional documentation required for the successful design and implementation of enterprise-scale digital services, including web and mobile sites and applications, and the back-end databases, applications, systems, and services that support them. This position plays a critical role leading and supporting multi- disciplinary project teams through the project management life cycle from strategy, conceptualization, documentation, design, development, testing, deployment, training, support, and qualitative and quantitative assessment for improvement. The e-Business Analyst- Senior is expert in best practices for web and mobile usability, content management systems, information architecture, requirements documentation, project management, software testing and quality assurance, and is able to consult on these subjects to business and technical stakeholders at all levels within the organization and with outside contractors, agencies, and partners.<br><br><strong>Scope</strong></p><p>The position reports to a Corporate e-Business Director. It generally works on moderately-complex to highly-complex projects involving multiple systems and applications. It typically designs and develops approaches that are implemented by others. Is able to work on multiple, simultaneous and detailed projects with minimal oversight and direction.</p><p><strong>Scope Essential Job Duties </strong></p><ol><li>Acts as a subject matter expert and resource to others by demonstrating a solid understanding of web and mobile interactive design and development principles and best practices to effectively guide business and technical stakeholders on project conceptualization, strategy, design, and functional requirements.</li><li>Translates business requirements into functional specifications and prototypes for UX designers, software developers, data architects, QA testers, usability evaluators, and other technical stakeholders.</li><li>Develops and presents project management schedules and effectively lead teams through moderately and highly-complex projects lasting from weeks to several months. Consistently meets agreed upon deadlines or escalates issues, concerns and barriers to key project leaders. Assists with the prioritization of tasks/assignments.</li><li>Develops and oversees effective usability and quality assurance testing protocols and processes.</li><li>Oversees implementation of analytics services, including creation, distribution, and management of dashboards and reports.</li><li>Develops training materials and conducts training to peers and users.</li><li>Maintains expert level understanding of core applications and systems eBusiness uses to build and maintain web and mobile services, including content managements systems and supporting data sources, to effectively consult stakeholders on project feasibility, design, work effort, and implementation schedules.</li><li>Consults with key business and technical stakeholders on selection and acquisition of 3rd party solutions. Consults on the configuration, development, testing, and implementation of vended solutions of moderate to high complexity.</li><li>Effectively leads project teams of business and technical people from multiple departments and outside contractors.</li><li>Participates in the coaching and mentoring of associate and staff level employees on all job essentials.</li></ol><p><strong>Preferred Qualifications</strong></p><ul><li>Experience consistently delivering an extraordinary customer experience when interacting with peers, end-users and others.</li><li>Experience in a technical or healthcare environment role requiring a keen attention to detail, clear and concise English language written and oral communication skills.</li><li>Experience with project management principles and managing multiple projects, tasks, and priorities.</li><li>Experience in a healthcare environment.</li></ul><p><strong> </strong></p><p><strong>Minimum Requirements</strong></p><ul><li>Bachelor's degree in an information technology field. Degree must be obtained through an accredited institution. Education is verified. or Four years of equivalent information technology, clinical, or healthcare insurance experience.</li><li>Six years of experience providing business analyst support in a web or mobile software development environment.</li><li>Two years of experience applying web usability best practices, web usability research, data analysis and quality improvement principles.</li><li>Experience with business and technical writing, developing and giving presentations, developing training materials and providing training, providing customer service and support, and communicating business and technical requirements.</li><li>Experience in a role requiring the demonstrated ability to present ideas in user-friendly language to all levels of the organization and to effectively prioritize and execute tasks in a high-pressure environment and deliver results on time.</li><li>Experience using web content management systems, formal QA for software applications, web analytics tools, specifically Adobe Site Catalyst and Google Analytics, basic HTML and CSS and graphic design experience using Illustrator and/or Photoshop.</li><li>Experience using word processing, spreadsheets, and presentation software.</li></ul></span>","Full Time, Temporary/Contract/Project",6 Days ago
217943990,Bridge Technical Talent,"<span id='TrackingJobBody' name='TrackingJobBody'>This is a permanent full time role located on site in Johnston, RI. <br><br>Must have experience with .Net development and Systems Aanlysis<br><br>&bull; Support PMO staff with analyzing existing workflows and procedures for the development of new software as well as enhancing and maintaining existing software products.<br>&bull; Assist in the development and evaluation of process improvements including the identification of project goals and objectives in order to assist in the evaluation of project proposals.<br>&bull; Perform research and gather business requirements as needed to assist in the project scope definition process.<br>&bull; Document existing business processes and participate in process improvement projects.<br>&bull; Consult with internal customers to define business needs, assist in developing project proposals and evaluate resulting outcomes.<br>&bull; Collaborate with senior level PMO business systems analysts to assist in the development of solution alternatives that address identified business needs.<br><br><strong>Education:</strong><br>Bachelor's degree (BA/BS) from a four-year college or university preferred. Additional appropriate experience may be considered in lieu of a degree.<br><br><strong>Experience:</strong><br>Relevant experience working with project teams and project management methodologies related to software development, business process redesign or related field work.<br><br><strong>Skills/Knowledge:</strong><br>&bull; Proficient in the use of Microsoft Office tools (e.g. Outlook, Word, Excel) for workflow diagrams, spreadsheets, database.<br>&bull; Effective problem-solving skills, including ability to analyze issues, find the root cause of the problem, and consider a wide range of alternatives before acting.<br>&bull; Demonstrate strong verbal and written communication skills, including ability to effectively present information and respond to questions from groups or individuals.<br>&bull; Ability to multi-task and demonstrate flexibility while maintaining attention to detail.<br>&bull; Demonstrate excellent organizational skills.<br>&bull; Ability to work independently and interact professionally and effectively in a team environment.<br>&bull; Ability to quickly and efficiently learn existing business procedures that utilize automated systems and to apply this knowledge to assist with both projects and operational support.<br>&bull; Knowledge of business requirements gathering and analysis.</span>","Full Time, Employee",5 Days ago
218252537,North Highland,"<span id='TrackingJobBody' name='TrackingJobBody'><p><strong>CELEBRATE YOUR PERSONALITY AND TEAM SPIRIT.<br>GROW THROUGH YOUR CHOICES.<br>MAKE YOUR MARK.</strong><br><br>North Highland believes in unleashing potential together. It means we challenge thinking and build our clients’ capabilities so they are stronger for the long-term. It means we create and nurture an environment for our colleagues where sharing ideas isn’t just encouraged – it’s expected. And it means we give our skills, time, and passion to uplift our communities. We act, create, and build – not just talk. <br><br>Does that sound like you? If so, let’s connect. <br><br><span style=""background-color:white""><span style=""background-color:white""><span style=""color:#4a4a4a"">As a member of North Highland’s Business Analysis team, you’ll bring skills and capabilities to help clients make key decisions around how to recognize, formalize, and implement change. We combine our resource-based skills with analytic tools and data to consistently, creatively, and accurately drive sustainable results for our clients. With a focus on building capacity, capability, and community, you’ll be a member of a team of high-caliber business analysts – providing the training and coaching our clients need to sustainably enhance performance.</span></span></span><br><br><strong>Why North Highland?</strong> Our employee ownership model enables you to grow through your choices and build the firm. We’ll provide challenging opportunities to learn, and we’ll coach you as you grow personally and professionally. We offer an array of resources and training (both on- and off-the job) to help our people expand their knowledge, sharpen their skills and aim for the next level.  <br><br><strong>At North Highland, you’re not a number. </strong>Our firm is large enough to scale up and tackle the most complex challenges, but small enough where we can each quickly make our mark for our clients.<br><br><strong>We started as three leaders gathered around a kitchen table. </strong>Entrepreneurial spirits are welcome here.<br><br><strong>Exciting work you will do:</strong></p><ul>	<li>Collaborate with project stakeholders at the Client to document and support Client business needs and communicate and support those needs throughout each phase of a project, including, but not limited to, interviewing stakeholders, identifying, analyzing, specifying, validating, and documenting various types of requirements, and communicating the requirements to solution and development teams throughout the software lifecycle.</li>	<li>Apply established communication, analytical, and problem-solving skills to support the solution design and development process, and ensure that project deliverables are met according to specifications.</li>	<li>Serve as a liaison between the business staff and technology staff to identify and resolve any gaps in technology requirements.</li>	<li>Perform various roles within the software development lifecycle including, but not limited to, supporting the full lifecycle of a project performing various analyst roles as defined by the Project Manager, such as: review of design documentation, management of user acceptance testing process, development of supporting business processes, planning and coordination of deployment activities, and support for development of training.</li>	<li>Schedule and conduct meetings and work sessions to gather project and application requirements from Client business, program, or project teams.</li>	<li>Based upon the meetings and work sessions, leverage Client’s tools and techniques as well as any methodology templates and processes in developing requirements documentation, use cases, and scenario documentation related to the project to which the Business Analyst is assigned.</li>	<li>Work with Client teams to refine requirements, gain approval, and perform sign-off from key stakeholders on deliverable according to specified Client standards and tools; including, but not limited to, business requirements, data requirements, non-functional requirements, use cases, scope documents, and change requests.</li></ul><p><strong>What you will need:</strong></p><ul>	<li>Work cross-functionally with key business partners to help establish strategic goals and objectives, project objectives, and set expectations on functional scope</li>	<li>Facilitate meetings with project stakeholders to determine project and application requirements</li>	<li>Experience working with C-Suite and communicating cross-functionally</li>	<li>Highly motivated and driven with ability to think strategically and take on initiatives</li>	<li>Able to work in fast-pace, changing environment</li>	<li>Attention to detail and proven analytical skills</li>	<li>Ability to collaborate with both internal and external partners</li>	<li>Education	<ul>		<li>Bachelor's degree in Business Administration, Computer Science, Information Systems, or a related discipline or equivalent</li>		<li>Certified Business Analysis Professional (CBAP) preferred</li>	</ul>	</li>	<li>Technical Skills	<ul>		<li>Demonstrated proficiency in MS Office Suites of products, (i.e. Visio, Excel, PowerPoint, Outlook, etc.)</li>		<li>Business Analysis experience comparable with level</li>		<li>Demonstrated proficiency with requirement management toolsets (VersionOne, Rally, RTC, Jira, etc)</li>	</ul>	</li>	<li>Job Experience	<ul>		<li>Comparable years’ experience in a Business Analysis role with a strong background in both SAP and waterfall SDLC. (SAP NOT REQUIRED)</li>		<li>Expertise comparable with level in requirements gathering, meeting facilitation, and process design</li>	</ul>	</li></ul><p><strong>** Applicants must be authorized to work in the United States without the need for visa sponsorship by North Highland.  Work visa sponsorship will not be provided, now or in the future, for this position.</strong></p><p>Click <a href=""https://careers.northhighland.com/job/36410"" target=""_blank"">HERE</a> to apply</p><p>North Highland is a global management consulting firm known for helping clients solve their most complex challenges related to <strong>customer experience, performance improvement, technology and digital, and transformation</strong>. We add value and support our clients across the full spectrum of consulting, from strategy through delivery. We bring the big ideas, then we make them real. North Highland is an employee-owned firm, headquartered in Atlanta, GA, with more than 3,000 consultants worldwide and 60+ offices around the globe. The firm is a member of Cordence Worldwide (<a href=""http://www.cordenceworldwide.com"" target=""_blank"">www.cordenceworldwide.com</a>), a global management consulting alliance. For more information, visit northhighland.com and connect with us on LinkedIn, Twitter and Facebook.<br><br>North Highland is an Equal Employment Opportunity (EEO) employer and welcomes all qualified applicants. Applicants will receive fair and impartial consideration without regard to race, color, creed, ethnicity, sex, pregnancy and breastfeeding, religion, marital status, age, gender (including gender identity and gender expression) national origin, sexual orientation, disability, veteran status, military, citizenship status, or any other protected class, characteristic, or consideration made unlawful under applicable federal, state, or local laws.</p></span>","Full Time, Employee",5 Days ago
218527856,Data Resource Technologies Incorporated,"<span id='TrackingJobBody' name='TrackingJobBody'><ul><li>Create Transmission JCL and scripting on Mainframe and midrange environments</li><li>Strong knowledge of Sterling File Gateway and business process development</li><li>Communicates directly with client, testing of files, researching file failures and advanced problem identification and resolution</li><li>Responsible for setting up and analyzing the transmission process, abends and resolving issue with client in lead capacity</li><li>Knowledge of Connect:Direct and SFG using SFTP/FTPS software with SSH/SSL</li><li>Extended knowledge of SSL Certificate and key build and implementations</li><li>Knowledge of transmission JCL with experience using Connect:Direct on Mainframe and distributed environments</li><li>Provide solutions to unique setups on SFG, working with clients and internal Application teams</li><li>Knowledge of scripting and database automations procedures</li><li>Ability to run trace routes and complete network debugging (PYTHON)</li></ul><p>&nbsp;</p><p>&nbsp;</p><p>Candidate Requirements</p><ul><li>Bachelor&rsquo;s degree or higher in computer or electrical engineering, or similar field</li><li>Minimum of two years&rsquo; experience in system engineering</li><li>Self-motivated and work well independently</li><li>In-depth knowledge of data structures and ability to analyze data to solve problems</li><li>Organization and multi-tasking skills that strike a balance among validation/verification, requirements analysis, customer interaction and project oversight</li><li>Flexible and easily adaptable</li><li>Strong technical and service level abilities</li></ul></span>","Full Time, Temporary/Contract/Project",4 Days ago
218518828,Lincoln National Corporation,"<span id='TrackingJobBody' name='TrackingJobBody'><p><em>Lincoln National Corporation</em>,&nbsp;Dover, NH &ndash;&nbsp;Analyst, Application Development: dsgn &amp; implmnt data sols &amp; sys incl integration w dbs &amp; data warehouses, on-Premise &amp; in cloud. Reqs: Bach deg or for equiv in CS, IT, or rltd fld &amp; 3 yrs app dev exp. 3 yrs must incl: writing SQL queries &amp; creating staging tables &amp; ETL for proc &amp; transforming data; (ii) utilizing Informatica Powercenter ETL for the extraction of data in a UNIX &amp; Oracle db env to create data workflows to generate extracts incl workflow manager, monitor &amp; repo manager; (iii) conducting perf tuning using Oracle dev packages, triggers, &amp; complex queries for data warehouse apps; (iv) performing data modeling using No-SQL, Relational, &amp; Star Schema; (v) utilizing BI tools incl Microstrategy, Tableau, and/or Business Objects (aggregate); (vi) utilizing AWS to build, test, &amp; manage data apps, data lake infrastructure, &amp; data warehousing; &amp; (vii) utilizing Hadoop/Hive or RedShift to build, test, &amp; manage cloud-based data lake &amp; data warehousing ETL activity &amp; data storage. In lieu of a Bach degree, ER will accept add&rsquo;l 2 yrs exp in a Data Developer role. Apply at:&nbsp;<a rel=""nofollow"" href=""https://jobs.lincolnfinancial.com/"" target=""_blank"">https://jobs.lincolnfinancial.com/</a>; Req #64081</p></span>","Full Time, Employee",4 Days ago
